1,0,2,240,0,4,0,0,0,1,0,0,1,0,0,44506,2050.083135,182.8292814,518.0425111,106176,8/29/2011 0:13
0,0,1,240,0,18,30,0,0,7,0,0,4,0,3,45012,2031.036168,180.2852573,518.9282858,106060,8/29/2011 0:25
1,0,2,240,0,16,0,0,0,12,0,0,8,0,4,44998,2031.312503,180.2969021,519.0452909,107024,8/29/2011 2:50
1,0,1,240,0,16,0,0,0,9,0,0,8,0,1,44998,2031.312503,180.2969021,519.0452909,107047,8/29/2011 3:35
0,0,1,240,0,1939,40,1,0,6,0,0,5,0,1,44195,2064.50956,184.1158502,521.6879738,108038,8/29/2011 12:22
1,0,1,240,0,27,6,0,0,4,0,0,4,0,0,45013,2031.07991,180.3034679,518.9389732,108786,8/29/2011 14:37
1,0,1,240,0,27,6,0,0,4,0,0,4,0,0,44196,2064.553353,184.1343108,521.6987963,108816,8/29/2011 15:17
1,0,1,241,0,11,11,0,0,4,0,0,4,0,0,45018,2031.054245,180.3278689,518.9701897,109206,8/29/2011 15:55
1,0,1,241,0,24,0,0,0,2,0,0,2,0,0,44200,2064.366516,184.1176471,521.6515837,109356,8/29/2011 17:31
1,0,2,241,0,4,33,1,0,2,0,0,3,0,0,44201,2064.387684,184.1134816,521.6397819,109764,8/29/2011 21:07
1,0,2,241,0,0,0,0,0,1,0,0,0,0,0,44201,2064.387684,184.1134816,521.6397819,109445,8/29/2011 22:04
1,0,1,241,0,0,0,0,0,1,0,0,0,0,0,45018,2031.054245,180.3278689,518.9701897,110003,8/29/2011 22:44
1,0,1,241,0,0,0,0,0,1,0,0,0,0,0,44998,2031.312503,180.2969021,519.0452909,110111,8/29/2011 23:23
1,0,1,241,0,1,0,0,0,1,0,0,1,0,0,44200,2064.434389,184.1176471,521.6515837,110139,8/30/2011 0:06
1,0,1,241,0,1,0,0,0,1,0,0,1,0,0,44998,2031.312503,180.2969021,519.0452909,110557,8/30/2011 0:49
1,0,1,241,0,1,0,0,0,1,0,0,1,0,0,45018,2031.054245,180.3278689,518.9701897,110528,8/30/2011 1:27
