pre_release_defects,post_release_defects,complexity,coupling,cohesion,size,comments,methods,classes,inheritance_depth,polymorphism,fan_in,fan_out,fault
-3.0099410802239155,-2.133837287998371,-1.5953508922586457,1.2401404930868394,0.19315905569883116,1.4336313443905568,1.119010768352883,-1.15052070397326,0.8819680656685556,0.5628510660967102,-1.9617209542629601,-1.3619783292285363,2.437670488428023,1.0
-0.9276402379337387,0.41152111633310146,-0.19065074818788855,0.18372395187767115,-0.12449806810625247,0.9651872929431821,0.9389908443529246,0.11792456757427858,-0.9044730436030222,-0.5687888409488123,-1.57591969680431,-0.33442930175952745,-1.7664252004439196,0.0
0.21884719971240618,0.29599822865783615,1.0052519616519302,-1.2200857932478315,-1.1521953010845423,1.524701368522924,-1.3687304629518329,2.051216219019007,-0.9238971165206752,-0.9169082960802409,0.8428098457137418,0.5493915286977298,1.6415368145945028,0.0
-1.8913041522302134,0.5336354278050836,-0.045973554303480796,-1.0767280544339592,1.881472893001078,0.23534979888309068,-0.06284910737257522,0.4540062255938506,-1.7283542671127647,-1.2486060254210265,-0.3326211568709526,0.3164016807942852,1.2746343700449096,0.0
-0.8849212291990538,-1.1132913196646945,0.5014263667535063,-0.13589801036552693,-1.9212743980566143,-0.9183754733828362,-0.18176798674807879,-0.15420350971141336,0.08985827283323165,-1.3003195600466766,-0.13101474551900447,0.9470783769778838,-2.8876343007171563,0.0
-0.282389991639235,-1.6619707377147745,-0.032231688761337696,-1.5047848921054179,0.13407453490305718,1.6266363837334599,-0.9794591222043962,-0.8344409344944073,-0.4698513494328008,0.3186821532294625,-1.01904627112609,-0.3802111554552536,-0.6694902453601599,0.0
-0.46652749473636135,0.33041132236277787,0.5510638295682203,-1.4768006468159711,0.3265080976629747,3.1457615867245208,1.5442250926786925,-0.6418576190698462,0.13190352873053404,-0.03357826572368441,0.45945471896868956,-0.4222145849155921,-0.2691498357394598,0.0
-0.7308239509805161,1.0954385785164014,0.3109712139127145,0.3185560484655797,1.2183791457848407,1.2331731948650295,1.0444980327018931,1.2031640821120702,1.562668089747759,-0.9666191405620679,-0.2986780630449248,0.7089483327900522,-0.8855295766454337,1.0
-0.363254404510229,0.1944172211444765,-0.2301355347095532,0.06601874934319689,-1.145391721884907,-0.03775470768386366,0.1340240661808453,1.6150043675546975,-0.26862944088250196,-0.6502637707555082,0.7129440594514533,-3.1747489381334764,-0.3173484554446204,0.0
-0.5137134617125588,0.2609216568067045,1.2462262543406257,1.5512811989013504,0.2469476862523455,-1.5516837114440778,-0.5141866063411972,-0.40455012494252635,0.3672154258021339,0.0562465401604308,-0.6882981278363282,-1.2516484419164693,-0.868576899643092,0.0
