pre_release_defects,post_release_defects,complexity,coupling,cohesion,size,comments,methods,classes,inheritance_depth,polymorphism,fan_in,fan_out,fault
-0.23182616924247532,-1.3261981556428841,1.366472842343359,-0.05186516680556065,-0.15896953926988067,-0.8928546408777307,-1.2498874808582574,0.5638631689243543,0.6698714547586605,0.20154400179942156,-0.7640457815938431,-1.0649988251091498,-1.432248655219893,0.0
-0.5605451760779732,-1.005853564748964,-1.7093096952910454,0.6513450123530482,-1.3190638614849672,0.9839226814307339,0.3940717101134636,0.29434118761839906,1.6653090460600914,-1.2858026340645248,0.873771996048796,-0.29764257302142966,2.57107015662954,0.0
-0.3807944311392094,-0.5423083361256184,0.4255357748572663,-0.20890853220863959,-0.7584629622998692,-0.9702767839358374,1.4582044883874032,-1.1634616318999917,0.22308756038049984,1.0561841396260951,1.1044949854426331,-0.6016524021814399,-0.20618480062576267,0.0
-0.40019350101437273,-1.535018762665875,0.5375173830201151,0.03850364563480881,1.440585080601879,-0.8232050973014229,1.0886965586176958,1.1592341502842047,0.047071686807887377,-2.170861570833669,-0.5125676574442902,1.7858711243041168,0.29705577149190954,0.0
0.6933997058718859,-0.08916658163496832,-0.22344290986312845,-1.8673445686995063,0.7947392170553069,1.0796812047223765,-0.9508622854666883,-0.17885512150830743,-0.31374127735429075,0.4201532939862862,-0.5443635815090949,0.9313409231830024,0.07132431612448889,0.0
-2.5494230555846977,0.44272027519264323,0.9963509875907843,-1.1520616602649387,0.4087269349745743,1.82995966975421,0.11206637517823875,1.1416288643294894,-0.44215497023652023,-0.017964288457156176,-0.20462128792634549,-0.38712042634755656,-0.14772204508307624,0.0
-1.6306817809243175,-0.3308801343832965,1.337806455426785,-0.9636900568518333,-1.0661332714733105,0.061212371394754946,0.11118314335724447,0.3774647190539862,-0.11373857318463888,0.07186416445833355,-0.35088477362899917,-1.2757961552999642,-0.07139186831065085,1.0
0.7245969964424639,0.5150546263523341,-1.7442421269392874,0.2519253633090828,-0.8927695258571692,1.392164005221382,0.3262697829283802,0.8962839601306067,0.02116814441485975,-0.06605499889747726,1.495844917653247,0.9727743966250163,0.11785865224754775,0.0
-0.1996664261373981,-1.7071747255308698,0.3245675348741399,-0.12610396931971468,0.5539560470822761,0.8578188415347864,1.232921095047247,0.33699291089440425,-1.0463604651282052,-2.149313550918133,-0.8246998603567915,1.3334884995050678,1.8234914692994408,0.0
-0.23790075176917547,-1.4609592542823513,-0.6484135750028399,1.137805822697871,-0.5910131735271067,0.5891239476675142,0.16855830129803526,0.710003259037054,1.8180109989470379,0.5897814755343384,0.14691627663792947,1.9283735658089192,0.3495521016250613,0.0
